2019-07-14;http://www-math.mit.edu/~djk/calculus_beginners/;
2019-07-14;https://www.nngroup.com/articles/why-you-only-need-to-test-with-5-users/;
2019-07-14;http://www.bbc.com/future/bespoke/follow-the-food/why-soil-is-disappearing-from-farms/;
2019-07-14;http://bjenik.com/hackableeditor/;
2019-07-14;https://www.gwern.net/docs/cs/1982-perlis.pdf;
2019-07-14;https://blogs.scientificamerican.com/cross-check/is-medicine-overrated/;
2019-07-14;https://www.btbytes.com/pl.html;
2019-07-14;https://cloudmaker.ai#;
2019-07-14;https://www.theguardian.com/technology/2019/jul/14/craigslist-craig-newmark-outrage-is-profitable-most-online-outrage-is-faked-for-profit;
2019-07-14;https://logicmag.io/07-bullet-time/;
2019-07-14;https://www.polygon.com/2019/4/2/18286977/eve-online-explorer-10-year-journey-katia-sae;
2019-07-14;http://www.damtp.cam.ac.uk/events/strings02/dirac/speach.html;
2019-07-14;http://romchip.org/index.php/romchip-journal/article/view/46;
2019-07-14;https://deadspin.com/the-man-who-walked-his-life-away-1835620495;
2019-07-14;https://wecode.wepay.com/posts/streaming-cassandra-at-wepay-part-1;
2019-07-14;https://fedoramagazine.org/what-is-silverblue/;
2019-07-14;https://www.economist.com/international/2019/07/06/a-brief-history-and-future-of-credit-scores;
2019-07-14;https://blog.paulme.ng/posts/2019-07-14-cedarwood%3A-efficiently-updatable-double-array-trie-in-rust.html;
2019-07-14;http://www.greenharbor.com/fffolder/carkeet.html;
2019-07-14;https://github.com/ibuildthecloud/k3v;
2019-07-14;http://github.com/arturgs/espresso-hole;
2019-07-14;https://freshairarchive.org/;
2019-07-14;https://www.npr.org/2019/07/13/735314929/the-camera-that-went-to-the-moon-and-changed-how-we-see-it;
2019-07-14;https://www.theverge.com/2019/7/9/20687252/vaio-sx12-announced-price-specs-release-date;
2019-07-14;https://hollymath.dreamwidth.org/999852.html;
2019-07-14;https://jasoncrawford.org/10x-engineers;
2019-07-14;https://github.com/eko/monday;
2019-07-14;https://sydney.edu.au/news-opinion/news/2019/07/11/thwack--insects-feel-chronic-pain-after-injury.html;
2019-07-14;item?id=20419416;
2019-07-14;https://www.ralfj.de/blog/2019/07/14/uninit.html;
